Id,Label
Captain Marvel Ii / Mo,Captain Marvel Ii / Mo
Crystal [inhuman],Crystal [inhuman]
Tigra / Greer Nelson,Tigra / Greer Nelson
Spider-woman Ii / Juli,Spider-woman Ii / Juli
Machine Man / X-51,Machine Man / X-51
Mockingbird / Dr. Barb,Mockingbird / Dr. Barb
Captain Marvel / Capta,Captain Marvel / Capta
Wasp / Janet Van Dyne,Wasp / Janet Van Dyne
"Fury, Col. Nicholas","Fury, Col. Nicholas"
Thor / Dr. Donald Blak,Thor / Dr. Donald Blak
Quicksilver / Pietro M,Quicksilver / Pietro M
Captain Britain / Bria,Captain Britain / Bria
Shadowcat / Katherine,Shadowcat / Katherine
Black Widow / Natasha,Black Widow / Natasha
Ant-man / Dr. Henry J.,Ant-man / Dr. Henry J.
Moon Knight / Marc Spe,Moon Knight / Marc Spe
Jocasta,Jocasta
Moondragon / Heather D,Moondragon / Heather D
Thing / Benjamin J. Gr,Thing / Benjamin J. Gr
Beast / Henry &hank& P,Beast / Henry &hank& P
Nova / Richard Rider,Nova / Richard Rider
Wrecker Iii / Dirk Gar,Wrecker Iii / Dirk Gar
Warlock Ii / Adam Warl,Warlock Ii / Adam Warl
Piledriver Ii / Brian,Piledriver Ii / Brian
Thunderball / Dr. Elio,Thunderball / Dr. Elio
Dr. Octopus / Otto Oct,Dr. Octopus / Otto Oct
"Banner, Betty Ross T","Banner, Betty Ross T"
Avalanche / Dominic Pe,Avalanche / Dominic Pe
Attuma,Attuma
Hela [asgardian],Hela [asgardian]
Doc Samson / Dr. Leona,Doc Samson / Dr. Leona
Guardian / James Macdo,Guardian / James Macdo
Northstar / Jean-paul,Northstar / Jean-paul
Dr. Druid / Anthony Lu,Dr. Druid / Anthony Lu
"Watson-parker, Mary","Watson-parker, Mary"
Mystique / Raven Darkh,Mystique / Raven Darkh
Pyro / Allerdyce Johnn,Pyro / Allerdyce Johnn
Destiny Ii / Irene Adl,Destiny Ii / Irene Adl
Mister Hyde / Calvin Z,Mister Hyde / Calvin Z
Ghost Rider Ii / Johnn,Ghost Rider Ii / Johnn
Mole Man / Harvey Rupe,Mole Man / Harvey Rupe
Firelord / Pyreus Kril,Firelord / Pyreus Kril
Leader / Sam Sterns,Leader / Sam Sterns
"Le Fey, Morgan","Le Fey, Morgan"
Bulldozer / Henry Camp,Bulldozer / Henry Camp
Forgotten One / Gilgam,Forgotten One / Gilgam
Balder [asgardian],Balder [asgardian]
Hogun [asgardian],Hogun [asgardian]
Hellstorm / Daimon Hel,Hellstorm / Daimon Hel
Aurora / Jeanne-marie,Aurora / Jeanne-marie
"O'brien, Michael","O'brien, Michael"
"Stankowicz, Fabian","Stankowicz, Fabian"
Screaming Mimi / Melis,Screaming Mimi / Melis
Moonstone Ii / Karla S,Moonstone Ii / Karla S
Fixer Ii / Paul Norber,Fixer Ii / Paul Norber
Darkstar / Laynia Serg,Darkstar / Laynia Serg
Vanguard / Nicolai Kry,Vanguard / Nicolai Kry
Gamora,Gamora
Psylocke / Elisabeth B,Psylocke / Elisabeth B
Rogue  / ,Rogue  / 
Sasquatch / Walter Lan,Sasquatch / Walter Lan
Luna / Luna Maximoff [,Luna / Luna Maximoff [
Whizzer Ii / Stanley S,Whizzer Ii / Stanley S
Dr. Spectrum / Joseph,Dr. Spectrum / Joseph
Kingpin / Wilson Fisk,Kingpin / Wilson Fisk
Clea,Clea
Polaris / Lorna Dane,Polaris / Lorna Dane
"De La Fontaine, Cont","De La Fontaine, Cont"
Heimdall [asgardian],Heimdall [asgardian]
Red Skull / Johann Sch,Red Skull / Johann Sch
"Thompson, Eugene Fla","Thompson, Eugene Fla"
Wong,Wong
"Parker, May","Parker, May"
Green Goblin / Norman,Green Goblin / Norman
Night Thrasher / Duane,Night Thrasher / Duane
Eternity / Adam Qadmon,Eternity / Adam Qadmon
Galactus / Galan,Galactus / Galan
Triathlon / Delroy Gar,Triathlon / Delroy Gar
Beetle / Abner Ronald,Beetle / Abner Ronald
Lilandra Neramani [s,Lilandra Neramani [s
Odin [asgardian],Odin [asgardian]
"Hogan, Virginia Pepp","Hogan, Virginia Pepp"
Mad Dog / Colonel Buzz,Mad Dog / Colonel Buzz
"Kincaid, Dr. Jane Fo","Kincaid, Dr. Jane Fo"
Wizard / Bentley Wittm,Wizard / Bentley Wittm
Charcoal / Charlie Bur,Charcoal / Charlie Bur
Blob / Fred J. Dukes,Blob / Fred J. Dukes
Cloak / Tyrone Johnson,Cloak / Tyrone Johnson
Thunderstrike / Eric K,Thunderstrike / Eric K
Power Man / Erik Joste,Power Man / Erik Joste
Human Torch Android / ,Human Torch Android / 
Juggernaut / Cain Mark,Juggernaut / Cain Mark
Absorbing Man / Carl C,Absorbing Man / Carl C
Volstagg,Volstagg
Shaman / Michael Twoyo,Shaman / Michael Twoyo
Snowbird / Narya / Anne,Snowbird / Narya / Anne
Dagger / Tandy Bowen,Dagger / Tandy Bowen
Phoenix Iii / Rachel S,Phoenix Iii / Rachel S
Mandarin,Mandarin
Fandral [asgardian],Fandral [asgardian]
Ms. Marvel Ii / Sharon,Ms. Marvel Ii / Sharon
Pip / Prince Gofern,Pip / Prince Gofern
Enchantress / Amora / He,Enchantress / Amora / He
"Jameson, Col. John","Jameson, Col. John"
"Cooper, Dr. Valerie","Cooper, Dr. Valerie"
Nova Ii / Frankie Raye,Nova Ii / Frankie Raye
Darkhawk / Chris Powel,Darkhawk / Chris Powel
Nomad Iii / Jack Monro,Nomad Iii / Jack Monro
"Robertson, Joe","Robertson, Joe"
Gargoyle Ii / Isaac Ch,Gargoyle Ii / Isaac Ch
Namorita / Nita Prenti,Namorita / Nita Prenti
Iron Man Iv / James R.,Iron Man Iv / James R.
"Ross, Gen. Thaddeus","Ross, Gen. Thaddeus"
"Harkness, Agatha","Harkness, Agatha"
"Carter, Peggy","Carter, Peggy"
Hyperion,Hyperion
Living Lightning / Mig,Living Lightning / Mig
"Jones, Gabe","Jones, Gabe"
"Osborn, Liz Allan","Osborn, Liz Allan"
"Leeds, Betty Brant","Leeds, Betty Brant"
Sif,Sif
Dazzler Ii / Allison B,Dazzler Ii / Allison B
Molecule Man / Owen Re,Molecule Man / Owen Re
Speedball / Robbie Bal,Speedball / Robbie Bal
Lizard / Dr. Curtis Co,Lizard / Dr. Curtis Co
Volcana / Marsha Rosen,Volcana / Marsha Rosen
Lockheed,Lockheed
Titania Ii / Mary Skee,Titania Ii / Mary Skee
Boomer / Tabitha Smith,Boomer / Tabitha Smith
"Summers, Nathan Chri","Summers, Nathan Chri"
"Summers, Madelyne Ma","Summers, Madelyne Ma"
"Mactaggert, Moira Ki","Mactaggert, Moira Ki"
Cannonball Ii / Sam Gu,Cannonball Ii / Sam Gu
"Tilby, Trish / Patrici","Tilby, Trish / Patrici"
Skids / Sally Blevins,Skids / Sally Blevins
Wolfsbane / Rahne Sinc,Wolfsbane / Rahne Sinc
Leech,Leech
Mirage Ii / Danielle M,Mirage Ii / Danielle M
Gambit / Remy Lebeau,Gambit / Remy Lebeau
Jubilee / Jubilation L,Jubilee / Jubilation L
Strong Guy / Guido Car,Strong Guy / Guido Car
Spiral,Spiral
Banshee / Sean Cassidy,Banshee / Sean Cassidy
Legion Ii / David Hall,Legion Ii / David Hall
Havok / Alex Summers,Havok / Alex Summers
Longshot,Longshot
Forge,Forge
Sabretooth / Victor Cr,Sabretooth / Victor Cr
"Maddicks, Arthur Art","Maddicks, Arthur Art"
Warlock Iii,Warlock Iii
Rictor / Julio Esteban,Rictor / Julio Esteban
Sunspot / Roberto Daco,Sunspot / Roberto Daco
Firefist / Rusty Colli,Firefist / Rusty Colli
Bishop  / ,Bishop  / 
Daytripper / Amanda Se,Daytripper / Amanda Se
Wild Child / Kyle Gibn,Wild Child / Kyle Gibn
Thunderbird Ii / James,Thunderbird Ii / James
Sauron / Dr. Karl Lyko,Sauron / Dr. Karl Lyko
Siryn / Theresa Rourke,Siryn / Theresa Rourke
Shatterstar Ii / Gavee,Shatterstar Ii / Gavee
Marrow / Sarah,Marrow / Sarah
Feral / Maria Callasan,Feral / Maria Callasan
Callisto,Callisto
Mr. Sinister / Nathan,Mr. Sinister / Nathan
Raza Longknife,Raza Longknife
Spider-woman / Jessica,Spider-woman / Jessica
Cypher / Doug Ramsey,Cypher / Doug Ramsey
Deathbird [shi'ar],Deathbird [shi'ar]
"Hudson, Heather","Hudson, Heather"
Stryfe,Stryfe
Iron Man Doppelgange,Iron Man Doppelgange
Puck / Eugene Milton J,Puck / Eugene Milton J
Silhouette,Silhouette
"Cortez, Fabian","Cortez, Fabian"
Black King / Sebastian,Black King / Sebastian
Magik / Illyana Rasput,Magik / Illyana Rasput
Zabu,Zabu
Domino Iii / Beatrice / ,Domino Iii / Beatrice / 
Caliban / ,Caliban / 
Apocalypse / En Sabah,Apocalypse / En Sabah
"Hunter, Stevie","Hunter, Stevie"
Corsair,Corsair
Ch'od,Ch'od
Mam'selle Hepzibah,Mam'selle Hepzibah
Zero,Zero
X-man / Nathan Grey,X-man / Nathan Grey
Karma / Xi'an Coy Manh,Karma / Xi'an Coy Manh
Mr. Fantastic Doppel,Mr. Fantastic Doppel
Beyonder,Beyonder
Multiple Man / James A,Multiple Man / James A
Colossus Ii Doppelga,Colossus Ii Doppelga
Scanner Ii,Scanner Ii
Ka-zar / Kevin Plunder,Ka-zar / Kevin Plunder
White Queen / Emma Fro,White Queen / Emma Fro
Magma / Amara Aquilla / ,Magma / Amara Aquilla / 
Thanos Doppelganger,Thanos Doppelganger
Magus,Magus
"Knight, Misty","Knight, Misty"
"Wing, Colleen","Wing, Colleen"
Puppet Master / Philli,Puppet Master / Philli
Maximus [inhuman],Maximus [inhuman]
Punisher Ii / Frank Ca,Punisher Ii / Frank Ca
Zeus,Zeus
Box Iv / Madison Jeffr,Box Iv / Madison Jeffr
Thena,Thena
Black Cat / Felicia Ha,Black Cat / Felicia Ha
Gee / Alex Power,Gee / Alex Power
Spider-man Clone / Ben,Spider-man Clone / Ben
Ulik,Ulik
Citizen V Ii / Helmut,Citizen V Ii / Helmut
High Evolutionary / He,High Evolutionary / He
Hobgoblin V / Jason Ph,Hobgoblin V / Jason Ph
Ghost Rider Iii / Dan,Ghost Rider Iii / Dan
"Cushing, Kate","Cushing, Kate"
"Katzenberg, Nick","Katzenberg, Nick"
Vizier,Vizier
Tombstone / Lonnie Tho,Tombstone / Lonnie Tho
"Mercado, Joy","Mercado, Joy"
Hammerhead,Hammerhead
Arranger / ,Arranger / 
"Osborn, Harry","Osborn, Harry"
Cobra / Klaus Vorhees,Cobra / Klaus Vorhees
"Leeds, Ned","Leeds, Ned"
"Watson, Anna","Watson, Anna"
"Urich, Ben","Urich, Ben"
"Robertson, Randy","Robertson, Randy"
"Page, Karen","Page, Karen"
"Grant, Gloria Glory","Grant, Gloria Glory"
"Lubenski, Nate","Lubenski, Nate"
Ikaris / Ike Harris [e,Ikaris / Ike Harris [e
"Rosenthal, Bernie","Rosenthal, Bernie"
Gladiator Ii,Gladiator Ii
Beta Ray Bill,Beta Ray Bill
"Bridge, George Washi","Bridge, George Washi"
Diamond Lil / Lillian,Diamond Lil / Lillian
Asp Ii / Cleo,Asp Ii / Cleo
Black Mamba / Tanya Se,Black Mamba / Tanya Se
Meggan,Meggan
"Austin, Susan","Austin, Susan"
Diamondback Ii / Rache,Diamondback Ii / Rache
Makkari / Mike Khary / I,Makkari / Mike Khary / I
"Hodge, Cameron","Hodge, Cameron"
Skin / Angelo Espinosa,Skin / Angelo Espinosa
Husk / Paige Guthrie,Husk / Paige Guthrie
Deadpool / Jack / Wade W,Deadpool / Jack / Wade W
