Id,Label
"JAMESON, J. JONAH","JAMESON, J. JONAH"
"MASTERS, ALICIA REIS","MASTERS, ALICIA REIS"
MAGNETO/MAGNUS/ERIC,MAGNETO/MAGNUS/ERIC
INVISIBLE WOMAN/SUE,INVISIBLE WOMAN/SUE
PROFESSOR X/CHARLES,PROFESSOR X/CHARLES
IRON FIST/DANIEL RAN,IRON FIST/DANIEL RAN
BLACK BOLT/BLACKANTO,BLACK BOLT/BLACKANTO
HAWK,HAWK
SANDMAN/WILLIAM BAKE,SANDMAN/WILLIAM BAKE
FALCON/SAM WILSON,FALCON/SAM WILSON
STINGRAY/DR. WALTER,STINGRAY/DR. WALTER
JUSTICE II/VANCE AST,JUSTICE II/VANCE AST
HERCULES [GREEK GOD],HERCULES [GREEK GOD]
USAGENT/CAPTAIN JOHN,USAGENT/CAPTAIN JOHN
CAPTAIN MARVEL II/MO,CAPTAIN MARVEL II/MO
CRYSTAL [INHUMAN],CRYSTAL [INHUMAN]
TIGRA/GREER NELSON,TIGRA/GREER NELSON
SPIDER-WOMAN II/JULI,SPIDER-WOMAN II/JULI
MACHINE MAN/X-51,MACHINE MAN/X-51
MOCKINGBIRD/DR. BARB,MOCKINGBIRD/DR. BARB
CAPTAIN MARVEL/CAPTA,CAPTAIN MARVEL/CAPTA
WASP/JANET VAN DYNE,WASP/JANET VAN DYNE
"FURY, COL. NICHOLAS","FURY, COL. NICHOLAS"
THOR/DR. DONALD BLAK,THOR/DR. DONALD BLAK
QUICKSILVER/PIETRO M,QUICKSILVER/PIETRO M
CAPTAIN BRITAIN/BRIA,CAPTAIN BRITAIN/BRIA
SHADOWCAT/KATHERINE,SHADOWCAT/KATHERINE
BLACK WIDOW/NATASHA,BLACK WIDOW/NATASHA
ANT-MAN/DR. HENRY J.,ANT-MAN/DR. HENRY J.
MOON KNIGHT/MARC SPE,MOON KNIGHT/MARC SPE
JOCASTA,JOCASTA
MOONDRAGON/HEATHER D,MOONDRAGON/HEATHER D
THING/BENJAMIN J. GR,THING/BENJAMIN J. GR
BEAST/HENRY &HANK& P,BEAST/HENRY &HANK& P
NOVA/RICHARD RIDER,NOVA/RICHARD RIDER
WRECKER III/DIRK GAR,WRECKER III/DIRK GAR
WARLOCK II/ADAM WARL,WARLOCK II/ADAM WARL
PILEDRIVER II/BRIAN,PILEDRIVER II/BRIAN
THUNDERBALL/DR. ELIO,THUNDERBALL/DR. ELIO
DR. OCTOPUS/OTTO OCT,DR. OCTOPUS/OTTO OCT
"BANNER, BETTY ROSS T","BANNER, BETTY ROSS T"
AVALANCHE/DOMINIC PE,AVALANCHE/DOMINIC PE
ATTUMA,ATTUMA
HELA [ASGARDIAN],HELA [ASGARDIAN]
DOC SAMSON/DR. LEONA,DOC SAMSON/DR. LEONA
GUARDIAN/JAMES MACDO,GUARDIAN/JAMES MACDO
NORTHSTAR/JEAN-PAUL,NORTHSTAR/JEAN-PAUL
DR. DRUID/ANTHONY LU,DR. DRUID/ANTHONY LU
"WATSON-PARKER, MARY","WATSON-PARKER, MARY"
MYSTIQUE/RAVEN DARKH,MYSTIQUE/RAVEN DARKH
PYRO/ALLERDYCE JOHNN,PYRO/ALLERDYCE JOHNN
DESTINY II/IRENE ADL,DESTINY II/IRENE ADL
MISTER HYDE/CALVIN Z,MISTER HYDE/CALVIN Z
GHOST RIDER II/JOHNN,GHOST RIDER II/JOHNN
MOLE MAN/HARVEY RUPE,MOLE MAN/HARVEY RUPE
FIRELORD/PYREUS KRIL,FIRELORD/PYREUS KRIL
LEADER/SAM STERNS,LEADER/SAM STERNS
"LE FEY, MORGAN","LE FEY, MORGAN"
BULLDOZER/HENRY CAMP,BULLDOZER/HENRY CAMP
FORGOTTEN ONE/GILGAM,FORGOTTEN ONE/GILGAM
BALDER [ASGARDIAN],BALDER [ASGARDIAN]
HOGUN [ASGARDIAN],HOGUN [ASGARDIAN]
HELLSTORM/DAIMON HEL,HELLSTORM/DAIMON HEL
AURORA/JEANNE-MARIE,AURORA/JEANNE-MARIE
"O'BRIEN, MICHAEL","O'BRIEN, MICHAEL"
"STANKOWICZ, FABIAN","STANKOWICZ, FABIAN"
SCREAMING MIMI/MELIS,SCREAMING MIMI/MELIS
MOONSTONE II/KARLA S,MOONSTONE II/KARLA S
FIXER II/PAUL NORBER,FIXER II/PAUL NORBER
DARKSTAR/LAYNIA SERG,DARKSTAR/LAYNIA SERG
VANGUARD/NICOLAI KRY,VANGUARD/NICOLAI KRY
GAMORA,GAMORA
PSYLOCKE/ELISABETH B,PSYLOCKE/ELISABETH B
ROGUE /,ROGUE /
SASQUATCH/WALTER LAN,SASQUATCH/WALTER LAN
LUNA/LUNA MAXIMOFF [,LUNA/LUNA MAXIMOFF [
WHIZZER II/STANLEY S,WHIZZER II/STANLEY S
DR. SPECTRUM/JOSEPH,DR. SPECTRUM/JOSEPH
KINGPIN/WILSON FISK,KINGPIN/WILSON FISK
CLEA,CLEA
POLARIS/LORNA DANE,POLARIS/LORNA DANE
"DE LA FONTAINE, CONT","DE LA FONTAINE, CONT"
HEIMDALL [ASGARDIAN],HEIMDALL [ASGARDIAN]
RED SKULL/JOHANN SCH,RED SKULL/JOHANN SCH
"THOMPSON, EUGENE FLA","THOMPSON, EUGENE FLA"
WONG,WONG
"PARKER, MAY","PARKER, MAY"
GREEN GOBLIN/NORMAN,GREEN GOBLIN/NORMAN
NIGHT THRASHER/DUANE,NIGHT THRASHER/DUANE
ETERNITY/ADAM QADMON,ETERNITY/ADAM QADMON
GALACTUS/GALAN,GALACTUS/GALAN
TRIATHLON/DELROY GAR,TRIATHLON/DELROY GAR
BEETLE/ABNER RONALD,BEETLE/ABNER RONALD
LILANDRA NERAMANI [S,LILANDRA NERAMANI [S
ODIN [ASGARDIAN],ODIN [ASGARDIAN]
"HOGAN, VIRGINIA PEPP","HOGAN, VIRGINIA PEPP"
MAD DOG/COLONEL BUZZ,MAD DOG/COLONEL BUZZ
"KINCAID, DR. JANE FO","KINCAID, DR. JANE FO"
WIZARD/BENTLEY WITTM,WIZARD/BENTLEY WITTM
CHARCOAL/CHARLIE BUR,CHARCOAL/CHARLIE BUR
BLOB/FRED J. DUKES,BLOB/FRED J. DUKES
CLOAK/TYRONE JOHNSON,CLOAK/TYRONE JOHNSON
THUNDERSTRIKE/ERIC K,THUNDERSTRIKE/ERIC K
POWER MAN/ERIK JOSTE,POWER MAN/ERIK JOSTE
HUMAN TORCH ANDROID/,HUMAN TORCH ANDROID/
JUGGERNAUT/CAIN MARK,JUGGERNAUT/CAIN MARK
ABSORBING MAN/CARL C,ABSORBING MAN/CARL C
VOLSTAGG,VOLSTAGG
SHAMAN/MICHAEL TWOYO,SHAMAN/MICHAEL TWOYO
SNOWBIRD/NARYA/ANNE,SNOWBIRD/NARYA/ANNE
DAGGER/TANDY BOWEN,DAGGER/TANDY BOWEN
PHOENIX III/RACHEL S,PHOENIX III/RACHEL S
MANDARIN,MANDARIN
FANDRAL [ASGARDIAN],FANDRAL [ASGARDIAN]
MS. MARVEL II/SHARON,MS. MARVEL II/SHARON
PIP/PRINCE GOFERN,PIP/PRINCE GOFERN
ENCHANTRESS/AMORA/HE,ENCHANTRESS/AMORA/HE
"JAMESON, COL. JOHN","JAMESON, COL. JOHN"
"COOPER, DR. VALERIE","COOPER, DR. VALERIE"
NOVA II/FRANKIE RAYE,NOVA II/FRANKIE RAYE
DARKHAWK/CHRIS POWEL,DARKHAWK/CHRIS POWEL
NOMAD III/JACK MONRO,NOMAD III/JACK MONRO
"ROBERTSON, JOE","ROBERTSON, JOE"
GARGOYLE II/ISAAC CH,GARGOYLE II/ISAAC CH
NAMORITA/NITA PRENTI,NAMORITA/NITA PRENTI
IRON MAN IV/JAMES R.,IRON MAN IV/JAMES R.
"ROSS, GEN. THADDEUS","ROSS, GEN. THADDEUS"
"HARKNESS, AGATHA","HARKNESS, AGATHA"
"CARTER, PEGGY","CARTER, PEGGY"
HYPERION,HYPERION
LIVING LIGHTNING/MIG,LIVING LIGHTNING/MIG
"JONES, GABE","JONES, GABE"
"OSBORN, LIZ ALLAN","OSBORN, LIZ ALLAN"
"LEEDS, BETTY BRANT","LEEDS, BETTY BRANT"
SIF,SIF
DAZZLER II/ALLISON B,DAZZLER II/ALLISON B
MOLECULE MAN/OWEN RE,MOLECULE MAN/OWEN RE
SPEEDBALL/ROBBIE BAL,SPEEDBALL/ROBBIE BAL
LIZARD/DR. CURTIS CO,LIZARD/DR. CURTIS CO
VOLCANA/MARSHA ROSEN,VOLCANA/MARSHA ROSEN
LOCKHEED,LOCKHEED
TITANIA II/MARY SKEE,TITANIA II/MARY SKEE
BOOMER/TABITHA SMITH,BOOMER/TABITHA SMITH
"SUMMERS, NATHAN CHRI","SUMMERS, NATHAN CHRI"
"SUMMERS, MADELYNE MA","SUMMERS, MADELYNE MA"
"MACTAGGERT, MOIRA KI","MACTAGGERT, MOIRA KI"
CANNONBALL II/SAM GU,CANNONBALL II/SAM GU
"TILBY, TRISH/PATRICI","TILBY, TRISH/PATRICI"
SKIDS/SALLY BLEVINS,SKIDS/SALLY BLEVINS
WOLFSBANE/RAHNE SINC,WOLFSBANE/RAHNE SINC
LEECH,LEECH
MIRAGE II/DANIELLE M,MIRAGE II/DANIELLE M
GAMBIT/REMY LEBEAU,GAMBIT/REMY LEBEAU
JUBILEE/JUBILATION L,JUBILEE/JUBILATION L
STRONG GUY/GUIDO CAR,STRONG GUY/GUIDO CAR
SPIRAL,SPIRAL
BANSHEE/SEAN CASSIDY,BANSHEE/SEAN CASSIDY
LEGION II/DAVID HALL,LEGION II/DAVID HALL
HAVOK/ALEX SUMMERS,HAVOK/ALEX SUMMERS
LONGSHOT,LONGSHOT
FORGE,FORGE
SABRETOOTH/VICTOR CR,SABRETOOTH/VICTOR CR
"MADDICKS, ARTHUR ART","MADDICKS, ARTHUR ART"
WARLOCK III,WARLOCK III
RICTOR/JULIO ESTEBAN,RICTOR/JULIO ESTEBAN
SUNSPOT/ROBERTO DACO,SUNSPOT/ROBERTO DACO
FIREFIST/RUSTY COLLI,FIREFIST/RUSTY COLLI
BISHOP /,BISHOP /
DAYTRIPPER/AMANDA SE,DAYTRIPPER/AMANDA SE
WILD CHILD/KYLE GIBN,WILD CHILD/KYLE GIBN
THUNDERBIRD II/JAMES,THUNDERBIRD II/JAMES
SAURON/DR. KARL LYKO,SAURON/DR. KARL LYKO
SIRYN/THERESA ROURKE,SIRYN/THERESA ROURKE
SHATTERSTAR II/GAVEE,SHATTERSTAR II/GAVEE
MARROW/SARAH,MARROW/SARAH
FERAL/MARIA CALLASAN,FERAL/MARIA CALLASAN
CALLISTO,CALLISTO
MR. SINISTER/NATHAN,MR. SINISTER/NATHAN
RAZA LONGKNIFE,RAZA LONGKNIFE
SPIDER-WOMAN/JESSICA,SPIDER-WOMAN/JESSICA
CYPHER/DOUG RAMSEY,CYPHER/DOUG RAMSEY
DEATHBIRD [SHI'AR],DEATHBIRD [SHI'AR]
"HUDSON, HEATHER","HUDSON, HEATHER"
STRYFE,STRYFE
IRON MAN DOPPELGANGE,IRON MAN DOPPELGANGE
PUCK/EUGENE MILTON J,PUCK/EUGENE MILTON J
SILHOUETTE,SILHOUETTE
"CORTEZ, FABIAN","CORTEZ, FABIAN"
BLACK KING/SEBASTIAN,BLACK KING/SEBASTIAN
MAGIK/ILLYANA RASPUT,MAGIK/ILLYANA RASPUT
ZABU,ZABU
DOMINO III/BEATRICE/,DOMINO III/BEATRICE/
CALIBAN/,CALIBAN/
APOCALYPSE/EN SABAH,APOCALYPSE/EN SABAH
"HUNTER, STEVIE","HUNTER, STEVIE"
CORSAIR,CORSAIR
CH'OD,CH'OD
MAM'SELLE HEPZIBAH,MAM'SELLE HEPZIBAH
ZERO,ZERO
X-MAN/NATHAN GREY,X-MAN/NATHAN GREY
KARMA/XI'AN COY MANH,KARMA/XI'AN COY MANH
MR. FANTASTIC DOPPEL,MR. FANTASTIC DOPPEL
BEYONDER,BEYONDER
MULTIPLE MAN/JAMES A,MULTIPLE MAN/JAMES A
COLOSSUS II DOPPELGA,COLOSSUS II DOPPELGA
SCANNER II,SCANNER II
KA-ZAR/KEVIN PLUNDER,KA-ZAR/KEVIN PLUNDER
WHITE QUEEN/EMMA FRO,WHITE QUEEN/EMMA FRO
MAGMA/AMARA AQUILLA/,MAGMA/AMARA AQUILLA/
THANOS DOPPELGANGER,THANOS DOPPELGANGER
MAGUS,MAGUS
"KNIGHT, MISTY","KNIGHT, MISTY"
"WING, COLLEEN","WING, COLLEEN"
PUPPET MASTER/PHILLI,PUPPET MASTER/PHILLI
MAXIMUS [INHUMAN],MAXIMUS [INHUMAN]
PUNISHER II/FRANK CA,PUNISHER II/FRANK CA
ZEUS,ZEUS
BOX IV/MADISON JEFFR,BOX IV/MADISON JEFFR
THENA,THENA
BLACK CAT/FELICIA HA,BLACK CAT/FELICIA HA
GEE/ALEX POWER,GEE/ALEX POWER
SPIDER-MAN CLONE/BEN,SPIDER-MAN CLONE/BEN
ULIK,ULIK
CITIZEN V II/HELMUT,CITIZEN V II/HELMUT
HIGH EVOLUTIONARY/HE,HIGH EVOLUTIONARY/HE
HOBGOBLIN V/JASON PH,HOBGOBLIN V/JASON PH
GHOST RIDER III/DAN,GHOST RIDER III/DAN
"CUSHING, KATE","CUSHING, KATE"
"KATZENBERG, NICK","KATZENBERG, NICK"
VIZIER,VIZIER
TOMBSTONE/LONNIE THO,TOMBSTONE/LONNIE THO
"MERCADO, JOY","MERCADO, JOY"
HAMMERHEAD,HAMMERHEAD
ARRANGER/,ARRANGER/
"OSBORN, HARRY","OSBORN, HARRY"
COBRA/KLAUS VORHEES,COBRA/KLAUS VORHEES
"LEEDS, NED","LEEDS, NED"
"WATSON, ANNA","WATSON, ANNA"
"URICH, BEN","URICH, BEN"
"ROBERTSON, RANDY","ROBERTSON, RANDY"
"PAGE, KAREN","PAGE, KAREN"
"GRANT, GLORIA GLORY","GRANT, GLORIA GLORY"
"LUBENSKI, NATE","LUBENSKI, NATE"
IKARIS/IKE HARRIS [E,IKARIS/IKE HARRIS [E
"ROSENTHAL, BERNIE","ROSENTHAL, BERNIE"
GLADIATOR II,GLADIATOR II
BETA RAY BILL,BETA RAY BILL
"BRIDGE, GEORGE WASHI","BRIDGE, GEORGE WASHI"
DIAMOND LIL/LILLIAN,DIAMOND LIL/LILLIAN
ASP II/CLEO,ASP II/CLEO
BLACK MAMBA/TANYA SE,BLACK MAMBA/TANYA SE
MEGGAN,MEGGAN
"AUSTIN, SUSAN","AUSTIN, SUSAN"
DIAMONDBACK II/RACHE,DIAMONDBACK II/RACHE
MAKKARI/MIKE KHARY/I,MAKKARI/MIKE KHARY/I
"HODGE, CAMERON","HODGE, CAMERON"
SKIN/ANGELO ESPINOSA,SKIN/ANGELO ESPINOSA
HUSK/PAIGE GUTHRIE,HUSK/PAIGE GUTHRIE
DEADPOOL/JACK/WADE W,DEADPOOL/JACK/WADE W
